work_id,row_number,normalized_title,resolved_title,existing_app_content_id,resolved_tmdb_id,resolved_media_type,duplicate_check_result,import_result,status_result,failure_reason
226,227,살인자ㅇ난감,살인자ㅇ난감,,202783,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
227,228,신인가수 조정석,신인가수 조정석,,248123,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
228,229,연애를 허하라,연애를 허하라,,237101,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
229,230,외모지상주의,외모지상주의,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
230,231,위치 워치,위치 워치,,261868,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
231,232,이세계 식당,이세계 식당,,72425,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
232,233,좀100 ~좀비가 되기 전에 하고 싶은 100가지~,좀100 ~좀비가 되기 전에 하고 싶은 100가지~,,217766,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
233,234,중증외상센터,중증외상센터,,217553,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
234,235,"최강의 왕, 두 번째 인생에는 무엇을 하는가?","최강의 왕, 두 번째 인생에는 무엇을 하는가?",,274671,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
235,236,캐셔로,캐셔로,,238458,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
236,237,광장,광장,,232766,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
237,238,국민사형투표,국민사형투표,,217088,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
238,239,더 인플루언서,더 인플루언서,,243149,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
239,240,데스티니,데스티니,,248345,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
240,241,도쿄 사기꾼들,도쿄 사기꾼들,,249906,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
241,242,마스크걸,마스크걸,,156888,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
242,243,"세작, 매혹된 자들","세작, 매혹된 자들",,233205,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
243,244,아니 근데 진짜!,아니 근데 진짜!,,313075,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
244,245,기생수,기생수,,61459,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
245,246,내겐 너무 까칠한 매니저 - 비서진,내겐 너무 까칠한 매니저 - 비서진,,302173,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
246,247,도원암귀,도원암귀,,253811,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
247,248,돌풍,돌풍,,223329,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
248,249,수리남,수리남,,97970,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
249,250,악연,악연,,233686,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
250,251,우리들의 블루스,우리들의 블루스,,135840,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
251,252,이서진의 달라달라,이서진의 달라달라,,316324,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
252,253,케냐 간 세끼,케냐 간 세끼,,304068,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
253,254,코미디 로얄,코미디 로얄,,238046,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
254,255,택배기사,택배기사,,137040,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
255,256,히어로는 아닙니다만,히어로는 아닙니다만,,232616,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
256,257,괴물,괴물,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
257,258,기안이쎄오,기안이쎄오,,279864,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
258,259,심야식당,심야식당,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
259,260,유리 심장,유리 심장,,247670,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
260,261,첫입에 반하다,첫입에 반하다,,301885,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
261,262,현무카세,현무카세,,258977,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
262,263,혼례대첩,혼례대첩,,230024,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
263,264,흑집사,흑집사,,50712,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
264,265,Lv2부터 치트였던 전직 용사 후보의 유유자적 이세계 라이프,Lv2부터 치트였던 전직 용사 후보의 유유자적 이세계 라이프,,237233,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
265,266,"고독한 미식가 ~고로, 개그맨 총출동~","고독한 미식가 ~고로, 개그맨 총출동~",,,,no_existing_match,manual_review,skipped_manual_review,no TMDB movie/tv candidates
266,267,금쪽같은 내새끼,금쪽같은 내새끼,,111798,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
267,268,베컴,베컴,,235345,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
268,269,사이키 쿠스오의 재난,사이키 쿠스오의 재난,,67676,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
269,270,슈룹,슈룹,,156406,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
270,271,스위트홈,스위트홈,,96648,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
271,272,인사이더,인사이더,,135655,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
272,273,종이의 집,종이의 집,,71446,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
273,274,트렁크,트렁크,,230777,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
274,275,하나사키 마이가 잠자코 있지 않아,하나사키 마이가 잠자코 있지 않아,,70938,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
275,276,마왕성에서 잘 자요,마왕성에서 잘 자요,,97923,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
276,277,아스코마치,아스코마치,,45827,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
277,278,아이돌아이,아이돌아이,,285278,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
278,279,체크인 한양,체크인 한양,,251444,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
279,280,코리아 넘버원,코리아 넘버원,,213471,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
280,281,"파티에서 추방당한 그 치유사, 실은 최강인 것에 대하여","파티에서 추방당한 그 치유사, 실은 최강인 것에 대하여",b178f0c7-58c0-4b30-b92b-d5a105b91929,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
281,282,황천의 츠가이,황천의 츠가이,eedd6958-6c3f-47c4-8e17-879643177c70,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
282,283,99.9,99.9,ac3b05f9-c2e3-4183-a317-4929ef75f614,66584,tv,tmdb_existing_match,dry_run_tmdb_existing_status_update,would_update_completed,
283,284,곽준빈의 세계 기사식당,곽준빈의 세계 기사식당,,230392,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
284,285,나는 친구가 적다,나는 친구가 적다,,60730,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
285,286,너는 나의 봄,너는 나의 봄,,126698,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
286,287,다리미 패밀리,다리미 패밀리,,250385,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
287,288,마당이 있는 집,마당이 있는 집,,211748,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
288,289,마이코네 행복한 밥상,마이코네 행복한 밥상,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
289,290,"부인은, 취급주의","부인은, 취급주의",,73826,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
290,291,빨간 풍선,빨간 풍선,,208832,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
291,292,슬기로운 감빵생활,슬기로운 감빵생활,,74821,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
292,293,아리스 인 보더랜드,아리스 인 보더랜드,,110316,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
293,294,"알고있지만,","알고있지만,",,126035,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
294,295,오늘도 지송합니다,오늘도 지송합니다,,274878,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
295,296,왕이 된 남자,왕이 된 남자,,85405,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
296,297,전생귀족의 이세계 모험록 ~자중할 줄 모르는 신들의 사도~,전생귀족의 이세계 모험록 ~자중할 줄 모르는 신들의 사도~,,207493,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
297,298,정숙한 세일즈,정숙한 세일즈,,255086,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
298,299,짜장면 랩소디,짜장면 랩소디,,245047,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
299,300,청담국제고등학교,청담국제고등학교,,214994,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
300,301,초콜릿,초콜릿,,95066,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
301,302,카우보이 비밥,카우보이 비밥,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=105, second=105"
302,303,페르소나,페르소나,,87811,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
303,304,호텔 델루나,호텔 델루나,,90447,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
304,305,20세기 소녀,20세기 소녀,,851644,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
305,306,84㎡ (84제곱미터),84㎡ (84제곱미터),,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=48, second=0"
306,307,BTS 컴백 라이브,BTS 컴백 라이브,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=48, second=0"
307,308,Re,Re,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=73, second=71"
308,309,SBS 연예대상,SBS 연예대상,,76084,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
309,310,Word Trails,Word Trails,,,,no_existing_match,manual_review,skipped_manual_review,no TMDB movie/tv candidates
310,311,가끔씩 툭하고 러시아어로 부끄러워하는 옆자리의 아랴 양,가끔씩 툭하고 러시아어로 부끄러워하는 옆자리의 아랴 양,,235758,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
311,312,결혼백서,결혼백서,,196907,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
312,313,결혼작사 이혼작곡,결혼작사 이혼작곡,,116041,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
313,314,"광해, 왕이 된 남자","광해, 왕이 된 남자",,133200,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
314,315,괴물 나무꾼,괴물 나무꾼,,1137142,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
315,316,교장,교장,,97425,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
316,317,굿 나이트 월드,굿 나이트 월드,,231677,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
317,318,굿잡,굿잡,,197072,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
318,319,귀환자의 마법은 특별해야 합니다,귀환자의 마법은 특별해야 합니다,,230050,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
319,320,그녀 다시 보기,그녀 다시 보기,,,,no_existing_match,manual_review,skipped_manual_review,no TMDB movie/tv candidates
320,321,극장판 귀멸의 칼날,극장판 귀멸의 칼날,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=54, second=49"
321,322,극장판 일곱 개의 대죄,극장판 일곱 개의 대죄,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=48, second=0"
322,323,극한직업,극한직업,,567646,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
323,324,글러브,글러브,,64396,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
324,325,기리고,기리고,,285838,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
325,326,기생수 파트1,기생수 파트1,,282069,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
326,327,"길드의 접수원인데, 야근이 싫어서 보스를 혼자 토벌하려고 합니다","길드의 접수원인데, 야근이 싫어서 보스를 혼자 토벌하려고 합니다",,249964,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
327,328,꾼,꾼,,478187,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
328,329,나는 신이다,나는 신이다,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=48, second=0"
329,330,나의 해방일지,나의 해방일지,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
330,331,나의 행복한 결혼,나의 행복한 결혼,,196944,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
331,332,낙원의 밤,낙원의 밤,,606523,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
332,333,낙제 기사의 영웅담,낙제 기사의 영웅담,,67154,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
333,334,남자 가정부를 원해?,남자 가정부를 원해?,,105748,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
334,335,내일,내일,,136369,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
335,336,너의 꽃이 될래,너의 꽃이 될래,,209459,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
336,337,댄덜라이언,댄덜라이언,,316973,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
337,338,더 코리안 셰프,더 코리안 셰프,,313846,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
338,339,데몬 시티,데몬 시티,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=48, second=0"
339,340,도쿄 타라레바 아가씨,도쿄 타라레바 아가씨,,69993,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
340,341,드림,드림,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
341,342,라켓소년단,라켓소년단,,125437,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
342,343,란마1/2,란마1/2,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=105, second=96"
343,344,럭키,럭키,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
344,345,레블 리지,레블 리지,,646097,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
345,346,레슬러,레슬러,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
346,347,로기완,로기완,,1039882,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
347,348,링컨 차를 타는 변호사,링컨 차를 타는 변호사,,116799,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
348,349,맛있는 녀석들,맛있는 녀석들,,63942,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
349,350,머니백,머니백,,516297,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
350,351,모두가 자신의 무가치함과 싸우고 있다,모두가 자신의 무가치함과 싸우고 있다,69f6f367-12f2-446b-97ea-068d1d2d0e2a,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
351,352,모범가족,모범가족,,132171,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
352,353,모브 사이코 100,모브 사이코 100,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=96"
353,354,무도실무관,무도실무관,,1139817,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
354,355,문라이즈,문라이즈,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
355,356,미녀와 순정남,미녀와 순정남,,242503,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
356,357,미싱,미싱,,1217328,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
357,358,"미타라이 가, 불타다","미타라이 가, 불타다",,210268,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
358,359,바이올렛 에버가든,바이올렛 에버가든,,75214,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
359,360,방랑의 미식가,방랑의 미식가,,70781,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
360,361,백만 번 말할 걸 그랬어,백만 번 말할 걸 그랬어,,216227,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
361,362,백일의 낭군님,백일의 낭군님,,81821,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
362,363,범블비,범블비,,424783,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
363,364,범인은 바로 너!,범인은 바로 너!,,78798,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
364,365,범죄의 재구성,범죄의 재구성,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=84, second=82"
365,366,변혁의 사랑,변혁의 사랑,,74075,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
366,367,봄밤,봄밤,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
367,368,불량 연애,불량 연애,,305379,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
368,369,불멸의 그대에게,불멸의 그대에게,,97525,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
369,370,브로커,브로커,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
370,371,블랙독,블랙독,,95067,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
371,372,블랙의 신부,블랙의 신부,,133775,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
372,373,블리피,블리피,,125760,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
373,374,"사상 최강의 대마왕, 마을 사람 A로 전생하다","사상 최강의 대마왕, 마을 사람 A로 전생하다",,120155,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
374,375,삼체,삼체,,108545,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
375,376,새콤달콤,새콤달콤,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
376,377,서울의 봄,서울의 봄,,919207,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
377,378,선산,선산,,212553,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
378,379,세일즈맨 칸타로의 달콤한 비밀,세일즈맨 칸타로의 달콤한 비밀,,78795,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
379,380,수 퍼킨스,수 퍼킨스,,210818,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
380,381,스물,스물,,331251,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
381,382,스타트업,스타트업,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=73"
382,383,스프리건,스프리건,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
383,384,승부,승부,,760497,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
384,385,시동,시동,,581530,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
385,386,썸바디,썸바디,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=104, second=104"
386,387,씨 비스트,씨 비스트,,560057,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
387,388,아마존 활명수,아마존 활명수,,1148558,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
388,389,아무도 없는 숲속에서,아무도 없는 숲속에서,,219652,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
389,390,악마판사,악마판사,,119772,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
390,391,안나라수마나라,안나라수마나라,,123349,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
391,392,알바뛰는 마왕님,알바뛰는 마왕님,,,,no_existing_match,manual_review,skipped_manual_review,no TMDB movie/tv candidates
392,393,압꾸정,압꾸정,,717090,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
393,394,약속의 네버랜드,약속의 네버랜드,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=83, second=82"
394,395,어메이징 스파이더맨,어메이징 스파이더맨,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=83, second=82"
395,396,어메이징 스파이더맨 2,어메이징 스파이더맨 2,,102382,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
396,397,어사와 조이,어사와 조이,,130020,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
397,398,에덴즈 제로,에덴즈 제로,,104711,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
398,399,여름으로 가는 문,여름으로 가는 문,,179998,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
399,400,여성향 게임의 파멸 플래그밖에 없는 악역 영애로  환생해버렸다…,여성향 게임의 파멸 플래그밖에 없는 악역 영애로  환생해버렸다…,,94904,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
400,401,연모,연모,,129478,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
401,402,"오늘 밤, 세계에서 이 사랑이 사라진다 해도","오늘 밤, 세계에서 이 사랑이 사라진다 해도",,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
402,403,오늘도 매진했습니다,오늘도 매진했습니다,,287011,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
403,404,오랫동안 당신을 기다렸습니다,오랫동안 당신을 기다렸습니다,,211217,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
404,405,오징어 게임 이야기,오징어 게임 이야기,,1504735,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
405,406,외계+인 1부,외계+인 1부,,601796,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
406,407,외계+인 2부,외계+인 2부,,626412,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
407,408,워,워,,10431,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
408,409,원피스,원피스,0f6e279b-64e5-4bae-b8a8-295d13d7a666,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
409,410,원피스 극장판,원피스 극장판,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=48, second=48"
410,411,의붓엄마와 딸의 블루스,의붓엄마와 딸의 블루스,,81016,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
411,412,이 멋진 세계에 축복을!,이 멋진 세계에 축복을!,,65844,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
412,413,이치케이의 까마귀,이치케이의 까마귀,,122579,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
413,414,익스트랙션,익스트랙션,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=82, second=82"
414,415,인비저블 게스트,인비저블 게스트,,411088,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
415,416,자동판매기로 다시 태어난 나는 미궁을 방랑한다,자동판매기로 다시 태어난 나는 미궁을 방랑한다,,207564,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
416,417,장도바리바리,장도바리바리,,293368,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
417,418,"전,란","전,란",,1075676,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
418,419,좋아하면 울리는,좋아하면 울리는,,89641,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
419,420,지옥,지옥,,106651,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
420,421,진,진,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=72, second=70"
421,422,진짜가 나타났다!,진짜가 나타났다!,,214422,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
422,423,질투의 화신,질투의 화신,,66560,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
423,424,천하제빵,천하제빵,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=48, second=0"
424,425,체인지데이즈,체인지데이즈,,129760,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
425,426,치히로 상,치히로 상,,1024621,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
426,427,카케구루이,카케구루이,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=105, second=104"
427,428,캐리온,캐리온,,1005331,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
428,429,캐스터,캐스터,568c14f4-3d50-414a-bff1-6e08e29d9cab,,,existing_app_match,dry_run_existing_status_update,would_update_completed,
429,430,퀵,퀵,,77175,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
430,431,크로스,크로스,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=83, second=82"
431,432,탐정,탐정,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=49, second=48"
432,433,태어난 김에 음악일주,태어난 김에 음악일주,,261329,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
433,434,테라스 하우스,테라스 하우스,,75815,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
434,435,트랜스포머,트랜스포머,,1858,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
435,436,파반느,파반느,,1268609,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
436,437,퍼스트 러브 하츠코이,퍼스트 러브 하츠코이,,210955,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
437,438,플루토,플루토,,91997,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
438,439,하트시그널,하트시그널,,72976,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
439,440,핫 기믹,핫 기믹,,,,no_existing_match,manual_review,skipped_manual_review,"low or ambiguous TMDB confidence: best=48, second=0"
440,441,해골기사님은 지금 이세계 모험 중,해골기사님은 지금 이세계 모험 중,,123528,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
441,442,회사는 학교가 아니라고,회사는 학교가 아니라고,,138039,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
442,443,회사원,회사원,,134126,movie,no_existing_match,dry_run_new_content_to_create,would_update_completed,
443,444,흔해빠진 직업으로 세계최강,흔해빠진 직업으로 세계최강,,86034,tv,no_existing_match,dry_run_new_content_to_create,would_update_completed,
